FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,IMAGEURL
Te Edwards,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",http://ufcstats.com/fighter-details/ef44e4ea9050f2ea,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2018-11/EDWARDS_TE_L.png?VersionId=bu97ZdO5RMys3xMeepeU3TNJl3T7sZ1D&itok=acMn_a5Q
Adli Edwards,--,145 lbs.,--,,"Aug 28, 1989",http://ufcstats.com/fighter-details/e6904a03a66e711d,
Joselyne Edwards,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",http://ufcstats.com/fighter-details/f9ab66e67240db7b,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-04/EDWARDS_JOSELYNE_L_04-15.png?itok=cfmAzOnN
Tom Egan,"5' 11""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01,
Stephanie Egger,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",http://ufcstats.com/fighter-details/5e6294b37bbef029,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-02/EGGER_STEPHANIE_L_12-09.png?itok=1kna62D4
Justin Eilers,"6' 1""",235 lbs.,--,Orthodox,"Jun 28, 1978",http://ufcstats.com/fighter-details/27fc9218a3653e3c,
Jon Olav Einemo,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",http://ufcstats.com/fighter-details/0577808d22dfe79c,
Per Eklund,"5' 10""",155 lbs.,"72""",Orthodox,--,http://ufcstats.com/fighter-details/58bc81376286b3d3,
John Elam,--,--,--,,--,http://ufcstats.com/fighter-details/22d80fb67e50ab0b,
John Paul Elias,"6' 4""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/e873203fd50542f6,
Saul Elizondo,"5' 7""",135 lbs.,--,,"Jul 17, 1985",http://ufcstats.com/fighter-details/e295b96f135d758a,
Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",http://ufcstats.com/fighter-details/92a9aa9c93192871,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/67752%252Fprofile-galery%252Ffullbodyleft-picture%252FELKINS_DARREN_L_07-24.png?itok=N9AgG4uR
Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/d81ac739417d7f53,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68154/profile-galery/fullbodyleft-picture/Jake-Ellenberger_1100_LeftFullBodyImage.png?itok=n886Pybu
Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/8e8e4487c621aa1c,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68277/profile-galery/fullbodyleft-picture/Joe-Ellenberger_468641_LeftFullBodyImage.png?VersionId=rj7gH_mx1tXYp_Ainy_GQcgO2TqL2Y19&itok=qdAJTf3G
Tim Elliott,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",http://ufcstats.com/fighter-details/c96d9178c9ed9e62,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-12/ELLIOTT_TIM_L_12-09.png?itok=j4k6sbTK
Eddy Ellis,"5' 9""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/e60d773a0a42048a,
Lisa Ellis,"5' 4""",115 lbs.,--,,"Nov 15, 1982",http://ufcstats.com/fighter-details/77350fd0e6d1dba8,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/9b1a6c21-1809-4477-b267-fa6baf644773%252FLisa-Ellis_501700_LeftFullBodyImage.png?itok=aMeWj66X
Anna Elmose,"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984",http://ufcstats.com/fighter-details/1536a25e16fc299b,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67351/profile-galery/fullbodyleft-picture/anna-elmose_585888_LeftFullBodyImage.png?VersionId=3zB7fS7T_eiTBBpPxa2MDrFd2qQLsYlp&itok=SiLiPwWO
Cameron Else,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",http://ufcstats.com/fighter-details/5f3da9a9610d8969,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-05/77c5eb02-311a-42d9-9f27-094f128ec7ee%252FELSE_CAMERON_L_04-23.png?itok=8nHb6zPO
Aaron Ely,"5' 8""",135 lbs.,--,,"Mar 18, 1989",http://ufcstats.com/fighter-details/1741343f0ca34dd5,
Sovannahry Em,"5' 4""",135 lbs.,--,,"Jun 26, 1992",http://ufcstats.com/fighter-details/45c8fed13a62fe92,
Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",http://ufcstats.com/fighter-details/abd5fb12437eda21,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-01/EMEEV_RAMAZAN_L_10-16.png?itok=NAMndG_-
Aleksander Emelianenko,"6' 6""",255 lbs.,--,Orthodox,"Aug 02, 1981",http://ufcstats.com/fighter-details/f54200f1dfb9b5d4,
Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",http://ufcstats.com/fighter-details/b8da6f5c80ae2d15,
Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",http://ufcstats.com/fighter-details/dc0f07928009a127,
Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",http://ufcstats.com/fighter-details/e00a3dee329a51f7,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/EMMERS_JAMALL_L_06-24.png?itok=c8cYpwZ7
Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",http://ufcstats.com/fighter-details/fba03cd6cc28dc41,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-12/EMMETT_JOSH_L_12-16.png?itok=ePjhvWzY
Marius Enache,"5' 11""",155 lbs.,--,,"Oct 16, 1975",http://ufcstats.com/fighter-details/e3f443e4cbc3da8f,
Kevin Engel,"6' 2""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/d2f310b5b072e986,
Kolton Englund,"5' 10""",155 lbs.,"69""",Orthodox,"Jul 09, 1993",http://ufcstats.com/fighter-details/4122da4f791b2f4f,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/71853%252Fprofile-galery%252Ffullbodyleft-picture%252FENGLUND_KOLTON_L.png?itok=0bDpVzzG
Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",http://ufcstats.com/fighter-details/330bafba312face4,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/efc93994-c722-4aee-923f-b06615bfd7e1%252FOliver-Enkamp_628793_LeftFullBodyImage.png?itok=0tYD964y
Alex Enlund,"5' 10""",145 lbs.,--,Orthodox,"May 27, 1987",http://ufcstats.com/fighter-details/d238217e0f8ea8e1,
Kenny Ento,"6' 2""",192 lbs.,--,,--,http://ufcstats.com/fighter-details/daf9be103c1edbbd,
Ian Entwistle,"5' 5""",135 lbs.,--,Orthodox,"Nov 19, 1986",http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/195995a9-aa00-41c9-ba11-cc248280d8d3%252FIan-Entwistle_485168_LeftFullBodyImage.png?itok=yAUyq86Y
Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",http://ufcstats.com/fighter-details/993d385f5a475375,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-08/Andy-Enz_466151_LeftFullBodyImage.png?itok=2cnT7jOS
Won Jin Eoh,"5' 7""",160 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e,
Josh Epps,--,130 lbs.,--,,"Aug 23, 1986",http://ufcstats.com/fighter-details/984b0c4c6e773a1c,
Tom Erikson,"6' 3""",280 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47,
Konstantin Erokhin,"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983",http://ufcstats.com/fighter-details/22061ff217907c78,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/476fe3dc-81fc-4e10-a3c8-8b6a658cd254%252Fkonstantin-erokhin_510683_LeftFullBodyImage.png?itok=Z9KCxp_M
Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-04/EROSA_JULIAN_L_04_28.png?itok=qkyq3Roi
Nick Ertl,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/74061adb224be3cc,
Chel Erwin-Davis,"6' 0""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/c26ea30823f37316,
Bobby Escalante,--,130 lbs.,--,,--,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f,
Eric Esch,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968",http://ufcstats.com/fighter-details/0e4daed84a8f39a6,
Pro Escobedo,--,205 lbs.,--,,--,http://ufcstats.com/fighter-details/b36874652ed7715d,
Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",http://ufcstats.com/fighter-details/5df17b3620145578,
Efrain Escudero,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",http://ufcstats.com/fighter-details/83fd97284f4bb4a4,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/5a0f6c38-911b-45d8-84ec-7d5d7ddf1cfc%252FEfrain-Escudero_1001_LeftFullBodyImage.png?itok=JZUkEZs_
Evan Esguerra,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/ed220e87bef0cc64,
Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",http://ufcstats.com/fighter-details/d910665038efc639,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-11/ESPARZA_CARLA_L_05-07.png?itok=xPLhERYN
Juan Espino,"6' 3""",255 lbs.,"80""",,"Oct 09, 1980",http://ufcstats.com/fighter-details/ccf5dc41417e9daf,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-06/ESPINO_JUAN_L_04-17.png?itok=o0VwLhrF
Jordan Espinosa,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",http://ufcstats.com/fighter-details/215a70f073a7b726,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-03/ESPINOSA_JORDAN_L_03-23.png?itok=AjthhaI_
Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",http://ufcstats.com/fighter-details/411539901068522f,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-03/ESQUIBEL_JODIE_L.png?VersionId=Z_THUa0tgr5lS_E6j2e3pIEesm326lbv&itok=l0ze5uPm
Achilles Estremadura,"5' 10""",155 lbs.,"68""",Orthodox,"Mar 11, 1992",http://ufcstats.com/fighter-details/41f3cfdab0b22236,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-11/71845%252Fprofile-galery%252Ffullbodyright-picture%252FESTREMADURA_ACHILLES_R.png?itok=Wh5ECP_o
Terry Etim,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",http://ufcstats.com/fighter-details/33011768c3c4dc9a,
Fred Ettish,"6' 0""",180 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/8d5daf67983b65ba,
Scott Ettling,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/74b5736f1df40be3,
Sijara Eubanks,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985",http://ufcstats.com/fighter-details/4234f0097c83fa62,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-01/EUBANKS_SIJARA_L_01-14.png?itok=7AysKvNc
Billy Evangelista,"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",http://ufcstats.com/fighter-details/9766ed20b68c7c33,
Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",http://ufcstats.com/fighter-details/ee779c43a8926d52,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69052/profile-galery/fullbodyleft-picture/Rashad-Evans_712_LeftFullBodyImage.png?VersionId=xK3K5ulrG9tv5RlwKo3xAQ.Z1QexpZte&itok=mLhiA5EA
Doug Evans,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/d3de4a24f7eefac8,
Ashlee Evans-Smith,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",http://ufcstats.com/fighter-details/fc6e681bf6658faf,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-07/EVANS-SMITH_ASHLEE_L_07-15.png?itok=ZOZ79C5A
Dan Evensen,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974",http://ufcstats.com/fighter-details/dd8aec6de7035943,
Tonya Evinger,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",http://ufcstats.com/fighter-details/b12a1d19ee383b7c,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2019-05/EVINGER_TONYA_L.png?VersionId=_mHZuvtmS8wuGJVdpA4p7SOwNjMay9ZM&itok=A0v83qdD
Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",http://ufcstats.com/fighter-details/76e2870ffafbe38f,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-01/EVLOEV_MOVSAR_L_01-20.png?itok=_Qy9ecsG
Andre Ewell,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988",http://ufcstats.com/fighter-details/5f6f049d54728e88,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/EWELL_ANDRE_L_07-24.png?itok=ciTBM7dW
Neal Ewing,--,185 lbs.,--,,"Sep 30, 1985",http://ufcstats.com/fighter-details/0798f558681d0eb5,
Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",http://ufcstats.com/fighter-details/f72465a784c1b084,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/EYE_JESSICA_L_07-10.png?itok=nwYJmZU6
Edward Faaloloto,--,155 lbs.,"70""",,"Jul 15, 1984",http://ufcstats.com/fighter-details/6224e8d0a34264eb,
Urijah Faber,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",http://ufcstats.com/fighter-details/78114b7199cef90c,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2019-07/FABER_URIJAH_L.png?VersionId=8yA9Mp2CafYcKZdEADZTqc2lvGCjOAgg&itok=ybWNtz-G
Melinda Fabian,"5' 6""",125 lbs.,"66""",,"Jun 25, 1987",http://ufcstats.com/fighter-details/8c020156779f7888,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69620/profile-galery/fullbodyleft-picture/Melinda-Fabian_644631_LeftFullBodyImage.png?itok=fcmD-fMw
Wagnney Fabiano,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975",http://ufcstats.com/fighter-details/40389d39a92f5bfa,
Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",http://ufcstats.com/fighter-details/e17ac6410c8377f4,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-04/67439%252Fprofile-galery%252Ffullbodyleft-picture%252FFABINSKI_BARTOSZ_L_04-17.png?itok=7QAIyFSY
Ron Faircloth,"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979",http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,
Jason Fairn,"6' 1""",230 lbs.,--,,--,http://ufcstats.com/fighter-details/adea9f0090aa8e14,
Zarah Fairn,"5' 8""",135 lbs.,"72""",Orthodox,"Dec 10, 1983",http://ufcstats.com/fighter-details/862b0b3375aa4b6e,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/FAIRN_ZARAH_L%296_23.png?itok=tLRJDIOP
Rinat Fakhretdinov,"6' 0""",185 lbs.,--,,"Sep 28, 1991",http://ufcstats.com/fighter-details/8f765fd5775a8873,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-11/FAKHRETDINOV_RINAT_L_11-04.png?itok=RsVgrwSy
Maiquel Falcao,"5' 11""",185 lbs.,--,Orthodox,"Mar 08, 1981",http://ufcstats.com/fighter-details/d58478ded5534695,
Pedro Falcao,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992",http://ufcstats.com/fighter-details/f7be1db194e03d7e,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-04/FALCAO_PEDRO_L_04-06.png?itok=yeUDLj-E
Brodie Farber,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980",http://ufcstats.com/fighter-details/91d73ee59347ac16,
Joao Paulo Faria,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/04e9955f33e0c267,
Kalindra Faria,"5' 7""",125 lbs.,--,Switch,"Jul 23, 1986",http://ufcstats.com/fighter-details/27b164b0d1833df0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68438/profile-galery/fullbodyleft-picture/Kalindra-Faria_640579_LeftFullBodyImage.png?itok=gR0CyOBm
Chance Farrar,"5' 9""",145 lbs.,--,Southpaw,"Sep 11, 1975",http://ufcstats.com/fighter-details/49c7236c737d7e59,
Rico Farrington,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989",http://ufcstats.com/fighter-details/f89e6e66b9b112de,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/7b1b1217-011e-4924-92b8-eceebc2b5a35%252FFARRINGTON_RICO_R.png?itok=V_SQHYpQ
Kelly Faszholz,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",http://ufcstats.com/fighter-details/9c42a0de8e012870,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-03/Kelly-Faszholz_580619_LeftFullBodyImage.png?VersionId=yJhh0jhtAuWxnVLDLXe1CxAvhC3utE86&itok=avvYCImV
Rodney Faverus,"6' 0""",215 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/5af26b3201690d29,
Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",http://ufcstats.com/fighter-details/e5010b1b94ca5755,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-11/68984%252Fprofile-galery%252Ffullbodyleft-picture%252FFELDER_PAUL_L_11-14.png?itok=GFdIdDuN
Carlos Felipe,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",http://ufcstats.com/fighter-details/a2ea77e974c5889f,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-06/67562%252Fprofile-galery%252Ffullbodyleft-picture%252FFELIPE_CARLOS_L_06-12.png?itok=YDb81yMq
JP Felty,--,170 lbs.,--,,"Apr 28, 1979",http://ufcstats.com/fighter-details/954e3f4e2b0e6510,
Kevin Ferguson,"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",http://ufcstats.com/fighter-details/27541033b97c076d,
Rhadi Ferguson,"5' 7""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/15f4550e017f6c7d,
Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",http://ufcstats.com/fighter-details/22a92d7f62195791,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-12/FERGUSON_TONY_L_12-16.png?itok=U0VMIfxz
Josh Ferguson,"5' 5""",125 lbs.,--,Orthodox,"May 13, 1988",http://ufcstats.com/fighter-details/b0f316c60f8d3b47,
CJ Fernandes,"6' 2""",170 lbs.,--,,"Nov 13, 1977",http://ufcstats.com/fighter-details/979f7edbb6980b0d,
Bibiano Fernandes,"5' 7""",139 lbs.,--,Orthodox,"Mar 30, 1980",http://ufcstats.com/fighter-details/cbc071cb20ea59c7,
Alexandre Ferreira,"5' 7""",205 lbs.,--,Orthodox,"Apr 25, 1979",http://ufcstats.com/fighter-details/28ba5f27e473420c,
Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",http://ufcstats.com/fighter-details/dbc17725b887860a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Cezar_Ferreira/FERREIRA_CEZAR_L.png?itok=b3HlMBEe
Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-05/FERREIRA_DIEGO_L_05-20.png?itok=R3ZGfRab
Erisson Ferreira da Silva,"5' 6""",125 lbs.,"70""",Orthodox,"May 03, 1991",http://ufcstats.com/fighter-details/1c2a8915f8431507,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-08/FERREIRA_ERISSON_L.png?itok=hqU0evWr
Scott Ferrozzo,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965",http://ufcstats.com/fighter-details/977081bc01197656,
Timo Feucht,"6' 3""",205 lbs.,"79""",Orthodox,"Jan 18, 1996",http://ufcstats.com/fighter-details/8c21eb9fd7c4c203,
Andre Fialho,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 07, 1994",http://ufcstats.com/fighter-details/33efaf2d0941cfcf,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-05/FIALHO_ANDRE_L_05-20.png?itok=lBwdudlA
Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",http://ufcstats.com/fighter-details/d814f5192e58fb2f,
Scott Fiedler,"6' 4""",235 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/0ec821423baa26bd,
Ron Fields,"6' 2""",200 lbs.,--,Orthodox,"Nov 18, 1974",http://ufcstats.com/fighter-details/6e380a4d73ab4f0e,
Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 18, 1987",http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-01/FIGUEIREDO_DEIVESON_L_12-02.png?itok=j0fZKoVj
Francisco Figueiredo,"5' 6""",135 lbs.,"68""",Southpaw,"Oct 23, 1989",http://ufcstats.com/fighter-details/cdadae5363b66eef,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/71736%252Fprofile-galery%252Ffullbodyleft-picture%252FFIGUEIREDO_FRANCISCO_L_07-17.png?itok=6TVFYhFx
Anthony Figueroa,"5' 4""",135 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/daff32bc96d1eabf,
Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984",http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/72589f27-c401-4d68-a377-b6f9918afa69%252Fedwin-figueroa_128559_LeftFullBodyImage.png?itok=xaEWo8US
Paulo Filho,"5' 8""",185 lbs.,--,Southpaw,"May 24, 1978",http://ufcstats.com/fighter-details/2abdead94ce73552,
Andre Fili,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",http://ufcstats.com/fighter-details/8fd808923cffff82,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-12/FILI_ANDRE_L_12-16.png?itok=tjlWnf-1
Mirko Filipovic,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",http://ufcstats.com/fighter-details/c32fb8c0f6471a4d,
Brady Fink,"6' 0""",183 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/997b4f52f76a0b53,
Jesse Finney,"6' 0""",170 lbs.,--,,"Jul 11, 1974",http://ufcstats.com/fighter-details/0496cdac0bc9edd8,
Jan Finney,"5' 8""",135 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/3317823959d32a05,
Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",http://ufcstats.com/fighter-details/9583662df31d943f,
Manon Fiorot,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",http://ufcstats.com/fighter-details/34ff304266360297,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-04/FIOROT_MANON_L_3-30.png?itok=L5-dOKa8
Luiz Firmino,"5' 6""",154 lbs.,--,Orthodox,"Mar 18, 1982",http://ufcstats.com/fighter-details/16d09e800ad7ec79,
Spencer Fisher,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",http://ufcstats.com/fighter-details/f34312c2ccfa0e00,
Chris Fishgold,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67618/profile-galery/fullbodyleft-picture/FISHGOLD_CHRIS_L.png?VersionId=QvIorJ7tSxm6HODq0rialYwAFL3bfzxs&itok=bwrSoXf_
Bryanna Fissori,"5' 4""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/5517bd590dbbe1f8,
Jon Fitch,"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",http://ufcstats.com/fighter-details/6f018c039b4d5d80,
Isi Fitikefu,"5' 10""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5,
Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",http://ufcstats.com/fighter-details/c814b4c899793af6,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-09/FIZIEV_RAFAEL_L_09-23.png?itok=fSJRobEw
Colin Fletcher,"6' 2""",155 lbs.,--,Orthodox,"Jan 08, 1983",http://ufcstats.com/fighter-details/7d09200f6a77b20e,
AJ Fletcher,"5' 10""",170 lbs.,"67""",Switch,"Feb 18, 1997",http://ufcstats.com/fighter-details/725b1abc9a39d873,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/cd405587-3f1f-404f-bce9-1d2713b05a6d%252FFLETCHER_AJ_L_03-12.png?itok=0mUNTgR2
